"start";"end";"today";"Introduction_general";"Interviewer";"locat";"burners";"gen_interviwee";"position";"ownership";"managing_waste";"worker_fee";"pay_mode";"edu_level";"ethinicity";"religion";"married";"occupation";"income";"roster";"males_no";"females_no";"waste_generation";"waste_cat";"waste_cat/1";"waste_cat/2";"waste_cat/3";"waste_cat/4";"waste_cat/5";"waste_cat/6";"waste_cat/7";"waste_cat/8";"waste_cat/9";"waste_cat/10";"waste_cat/11";"waste_sum";"sort_org_inorg";"c1";"c1/1";"c1/2";"c1/3";"c1/4";"c1/5";"c1/6";"c1/7";"c1/8";"c1/9";"c1/10";"c1/11";"c11";"d1";"d1/1";"d1/2";"d1/3";"d1/4";"d1/5";"d1/7";"d1/8";"d1/9";"d1/10";"d1/11";"d1/12";"d1/13";"d1/14";"d1/15";"d2";"d2/1";"d2/2";"d2/3";"d2/4";"d2/5";"d2/7";"d2/8";"d2/9";"d2/10";"d2/11";"d2/12";"d2/13";"d2/14";"d2/15";"d3";"d3/1";"d3/2";"d3/3";"d3/4";"d3/5";"d3/7";"d3/8";"d3/9";"d3/10";"d3/11";"d3/12";"d3/13";"d3/14";"d3/15";"d4";"d4/1";"d4/2";"d4/3";"d4/4";"d4/5";"d4/7";"d4/8";"d4/9";"d4/10";"d4/11";"d4/12";"d4/13";"d4/14";"d4/15";"d5";"d5/1";"d5/2";"d5/3";"d5/4";"d5/5";"d5/7";"d5/8";"d5/9";"d5/10";"d5/11";"d5/12";"d5/13";"d5/14";"d5/15";"d6";"d6/1";"d6/2";"d6/3";"d6/4";"d6/5";"d6/7";"d6/8";"d6/9";"d6/10";"d6/11";"d6/12";"d6/13";"d6/14";"d6/15";"d7";"d7/1";"d7/2";"d7/3";"d7/4";"d7/5";"d7/7";"d7/8";"d7/9";"d7/10";"d7/11";"d7/12";"d7/13";"d7/14";"d7/15";"d8";"d8/1";"d8/2";"d8/3";"d8/4";"d8/5";"d8/7";"d8/8";"d8/9";"d8/10";"d8/11";"d8/12";"d8/13";"d8/14";"d8/15";"d9";"d9/1";"d9/2";"d9/3";"d9/4";"d9/5";"d9/7";"d9/8";"d9/9";"d9/10";"d9/11";"d9/12";"d9/13";"d9/14";"d9/15";"d10";"d10/1";"d10/2";"d10/3";"d10/4";"d10/5";"d10/7";"d10/8";"d10/9";"d10/10";"d10/11";"d10/12";"d10/13";"d10/14";"d10/15";"d11";"d11/1";"d11/2";"d11/3";"d11/4";"d11/5";"d11/7";"d11/8";"d11/9";"d11/10";"d11/11";"d11/12";"d11/13";"d11/14";"d11/15";"remaining_mixed";"remaining_mixed/1";"remaining_mixed/2";"remaining_mixed/3";"remaining_mixed/4";"remaining_mixed/5";"remaining_mixed/7";"remaining_mixed/8";"remaining_mixed/9";"remaining_mixed/10";"remaining_mixed/11";"remaining_mixed/12";"remaining_mixed/13";"remaining_mixed/14";"remaining_mixed/15";"ccc";"ccc/1";"ccc/2";"ccc/3";"ccc/4";"ccc/5";"ccc/7";"ccc/8";"ccc/9";"ccc/10";"ccc/11";"ccc/12";"ccc/13";"ccc/14";"ccc/15";"e1";"e1/1";"e1/2";"e1/3";"e1/4";"e1/5";"e1/7";"e1/8";"e1/9";"e1/10";"e1/11";"e1/12";"e1/13";"e1/14";"e1/15";"e2";"e2/1";"e2/2";"e2/3";"e2/4";"e2/5";"e2/7";"e2/8";"e2/9";"e2/10";"e2/11";"e2/12";"e2/13";"e2/14";"e2/15";"e3";"e3/1";"e3/2";"e3/3";"e3/4";"e3/5";"e3/7";"e3/8";"e3/9";"e3/10";"e3/11";"e3/12";"e3/13";"e3/14";"e3/15";"e4";"e4/1";"e4/2";"e4/3";"e4/4";"e4/5";"e4/7";"e4/8";"e4/9";"e4/10";"e4/11";"e4/12";"e4/13";"e4/14";"e4/15";"e5";"e5/1";"e5/2";"e5/3";"e5/4";"e5/5";"e5/7";"e5/8";"e5/9";"e5/10";"e5/11";"e5/12";"e5/13";"e5/14";"e5/15";"e6";"e6/1";"e6/2";"e6/3";"e6/4";"e6/5";"e6/7";"e6/8";"e6/9";"e6/10";"e6/11";"e6/12";"e6/13";"e6/14";"e6/15";"e7";"e7/1";"e7/2";"e7/3";"e7/4";"e7/5";"e7/7";"e7/8";"e7/9";"e7/10";"e7/11";"e7/12";"e7/13";"e7/14";"e7/15";"e8";"e8/1";"e8/2";"e8/3";"e8/4";"e8/5";"e8/7";"e8/8";"e8/9";"e8/10";"e8/11";"e8/12";"e8/13";"e8/14";"e8/15";"e9";"e9/1";"e9/2";"e9/3";"e9/4";"e9/5";"e9/7";"e9/8";"e9/9";"e9/10";"e9/11";"e9/12";"e9/13";"e9/14";"e9/15";"e10";"e10/1";"e10/2";"e10/3";"e10/4";"e10/5";"e10/7";"e10/8";"e10/9";"e10/10";"e10/11";"e10/12";"e10/13";"e10/14";"e10/15";"e11";"e11/1";"e11/2";"e11/3";"e11/4";"e11/5";"e11/7";"e11/8";"e11/9";"e11/10";"e11/11";"e11/12";"e11/13";"e11/14";"e11/15";"remaining_mixed_001";"remaining_mixed_001/1";"remaining_mixed_001/2";"remaining_mixed_001/3";"remaining_mixed_001/4";"remaining_mixed_001/5";"remaining_mixed_001/7";"remaining_mixed_001/8";"remaining_mixed_001/9";"remaining_mixed_001/10";"remaining_mixed_001/11";"remaining_mixed_001/12";"remaining_mixed_001/13";"remaining_mixed_001/14";"remaining_mixed_001/15";"remaining_mixed_002";"remaining_mixed_002/1";"remaining_mixed_002/2";"remaining_mixed_002/3";"remaining_mixed_002/4";"remaining_mixed_002/5";"remaining_mixed_002/7";"remaining_mixed_002/8";"remaining_mixed_002/9";"remaining_mixed_002/10";"remaining_mixed_002/11";"remaining_mixed_002/12";"remaining_mixed_002/13";"remaining_mixed_002/14";"remaining_mixed_002/15";"g1";"g1/1";"g1/2";"g1/3";"g1/88";"g2";"g2/1";"g2/2";"g2/3";"g2/88";"g3";"g3/1";"g3/2";"g3/3";"g3/88";"g4";"g4/1";"g4/2";"g4/3";"g4/88";"g5";"g5/1";"g5/2";"g5/3";"g5/88";"g6";"g6/1";"g6/2";"g6/3";"g6/88";"g7";"g7/1";"g7/2";"g7/3";"g7/88";"g11";"g11/1";"g11/2";"g11/3";"g11/88";"b1";"b1/1";"b1/2";"b1/3";"b1/88";"w1";"w1/1";"w1/2";"w1/3";"w1/4";"w1/5";"w1/6";"w1/7";"w1/8";"w1/9";"w1/99";"w1/88";"w2";"w2/1";"w2/2";"w2/3";"w2/4";"w2/5";"w2/6";"w2/7";"w2/8";"w2/9";"w2/99";"w2/88";"w3";"w3/1";"w3/2";"w3/3";"w3/4";"w3/5";"w3/6";"w3/7";"w3/8";"w3/9";"w3/99";"w3/88";"w4";"w4/1";"w4/2";"w4/3";"w4/4";"w4/5";"w4/6";"w4/7";"w4/8";"w4/9";"w4/99";"w4/88";"w5";"w5/1";"w5/2";"w5/3";"w5/4";"w5/5";"w5/6";"w5/7";"w5/8";"w5/9";"w5/99";"w5/88";"w6";"w6/1";"w6/2";"w6/3";"w6/4";"w6/5";"w6/6";"w6/7";"w6/8";"w6/9";"w6/99";"w6/88";"w7";"w7/1";"w7/2";"w7/3";"w7/4";"w7/5";"w7/6";"w7/7";"w7/8";"w7/9";"w7/99";"w7/88";"w11";"w11/1";"w11/2";"w11/3";"w11/4";"w11/5";"w11/6";"w11/7";"w11/8";"w11/9";"w11/99";"w11/88";"x1";"x1/1";"x1/2";"x1/3";"x1/4";"x1/5";"x1/6";"x1/7";"x1/8";"x1/9";"x1/99";"x1/88";"burn_often";"burn_time";"burn_week";"burn_often_001";"burn_time_001";"burn_week_001";"container";"distance";"skips_often";"skips_often_why";"skips_often_why/1";"skips_often_why/2";"skips_often_why/3";"skips_often_why/4";"skips_often_why/5";"skips_often_why/88";"Kerb";"col";"empty_pay_cost";"kerb_sometimes_why";"waste_piling";"waste_piling/1";"waste_piling/2";"waste_piling/3";"waste_piling/4";"waste_piling/5";"waste_piling/6";"waste_piling/7";"waste_piling/8";"waste_piling/9";"waste_piling/10";"waste_piling/99";"waste_piling/88";"harzard";"harzard/1";"harzard/2";"harzard/3";"harzard/4";"harzard/5";"harzard/6";"harzard/99";"ppe";"ppe_list";"ppe_list/1";"ppe_list/2";"ppe_list/3";"ppe_list/4";"ppe_list/88";"ppe_used";"ppe_used/1";"ppe_used/2";"ppe_used/3";"ppe_used/4";"ppe_used/88";"health_effect";"effect_name";"effect_name/1";"effect_name/2";"effect_name/3";"effect_name/4";"effect_name/5";"effect_name/6";"effect_name/7";"effect_name/99";"effect_name/88";"why_effect1";"why_effect1/1";"why_effect1/2";"why_effect1/88";"burning_ban";"enforcer";"ban";"municipal_vs_household";"rank_policies";"rank_policies/1";"rank_policies/2";"rank_policies/3";"rank_policies/4";"rank_policies/5";"rank_policies/6";"rank_policies/7";"rank_policies/99";"rank";"rank/1";"rank/2";"rank/3";"rank/4";"rank/5";"rank/6";"rank/7";"rank/99";"agreement";"__version__";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"_tags";"_index"
"2022-10-19 09:12:29.278000+02:00";"2022-10-19 09:24:49.499000+02:00";"2022-10-19";"";"4";"5";"0";"1";"4";"1";"10";"";"";"3";"5";"1";"1";"10";"200000";"";"2";"2";"1";"1 2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"";"";"";"";"";"";"";"";"";"";"";"";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"1";"1";"0";"0";"0";"0";"0";"0";"";"";"";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1 2";"1";"1";"0";"0";"0";"0";"0";"1";"1 3";"1";"0";"1";"0";"0";"";"";"";"";"";"";"1";"1 4";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"99";"";"";"2";"1 3";"1";"0";"1";"0";"0";"0";"0";"0";"1 2 4 5";"1";"1";"0";"1";"1";"0";"0";"0";"0";"v8Nv7uvrHUAUo7ZYujA746";"193413494";"015707a618a0468c8133612a6310e613";"2022-10-19 11:30:23";"";"";"submitted_via_web";"";"";"1"
"2022-10-19 09:40:05.227000+02:00";"2022-10-19 09:54:41.239000+02:00";"2022-10-19";"";"4";"5";"1";"1";"4";"1";"10";"";"";"3";"2";"1";"4";"6";"30000";"";"2";"1";"1";"1 3 2 4 5";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"5";"0";"";"";"";"";"";"";"";"";"";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"8";"2";"1";"0";"";"";"1";"1";"0";"0";"0";"0";"0";"0";"";"";"";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"99";"0";"0";"0";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"2";"2";"0";"1";"0";"0";"0";"0";"0";"0";"3";"0";"0";"1";"0";"0";"0";"0";"0";"1";"v8Nv7uvrHUAUo7ZYujA746";"193413632";"5e24a065-b519-4aca-a25a-dea0bad913de";"2022-10-19 11:30:46";"";"";"submitted_via_web";"";"";"2"
"2022-10-19 10:05:52.447000+02:00";"2022-10-19 10:14:15.706000+02:00";"2022-10-19";"";"4";"5";"0";"1";"2";"0";"4";"";"";"3";"4";"1";"1";"10";"50000";"";"1";"1";"1";"1 2 5";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"3";"0";"";"";"";"";"";"";"";"";"";"";"";"";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10 13";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"1";"1";"0";"0";"0";"0";"0";"0";"";"";"";"1 2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"1";"0";"0";"0";"99";"";"";"";"";"";"";"";"";"";"";"";"";"1";"5";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"";"";"99";"2";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"v8Nv7uvrHUAUo7ZYujA746";"193413637";"02477ba0-1aa4-4803-96db-b34038794cd0";"2022-10-19 11:30:46";"";"";"submitted_via_web";"";"";"3"
"2022-10-19 10:25:30.360000+02:00";"2022-10-19 10:36:08.523000+02:00";"2022-10-19";"";"4";"5";"1";"1";"2";"0";"10";"";"";"3";"4";"1";"1";"10";"15000";"";"2";"3";"1";"1 5";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"";"";"";"";"";"";"";"";"";"";"";"";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2";"2";"1";"0";"";"";"1";"1";"0";"0";"0";"0";"0";"0";"";"";"";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2 1";"1";"1";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"99";"";"";"3";"1 6 2";"1";"1";"0";"0";"0";"1";"0";"0";"3";"0";"0";"1";"0";"0";"0";"0";"0";"1";"v8Nv7uvrHUAUo7ZYujA746";"193413643";"e003dc75-2da2-4f50-9059-579fb8440520";"2022-10-19 11:30:47";"";"";"submitted_via_web";"";"";"4"
"2022-10-19 10:40:23.948000+02:00";"2022-10-19 10:50:16.725000+02:00";"2022-10-19";"";"4";"5";"0";"1";"2";"0";"10";"";"";"2";"2";"1";"1";"8";"10000";"";"1";"1";"1";"5 6 3 2 1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"5";"0";"";"";"";"";"";"";"";"";"";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10 13";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"1";"1";"0";"0";"0";"0";"0";"0";"";"";"";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2 1";"1";"1";"0";"0";"0";"0";"0";"99";"";"";"";"";"";"";"";"";"";"";"";"";"99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"99";"1 3";"1";"0";"1";"0";"0";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"1";"0";"0";"v8Nv7uvrHUAUo7ZYujA746";"193413647";"477bcda5-5f5c-419f-a79a-e3f5b41ff73b";"2022-10-19 11:30:48";"";"";"submitted_via_web";"";"";"5"
